"date","subj_id","response","Adj","Name","Unit","Pred","Comparative","Pred2","NormUnit"
1504268207,"subj003",15,"Tall","Richard","79","notTaller",TRUE,"NotAdj",9
1504268207,"subj003",69,"Tall","Jacob","68","notTaller",TRUE,"NotAdj",-2
1504268207,"subj003",95,"Tall","Jacob","79","taller",TRUE,"Adj",9
1504268207,"subj003",20,"Tall","Kevin","71","taller",TRUE,"Adj",1
1504268207,"subj003",73,"Tall","Joseph","70","notVeryTall",FALSE,"NotVeryAdj",0
1504268207,"subj003",34,"Tall","Steven","75","muchTaller",TRUE,"VeryAdj",5
1504268207,"subj003",58,"Tall","Jeff","69","notMuchTaller",TRUE,"NotVeryAdj",-1
1504268207,"subj003",22,"Tall","James","75","veryTall",FALSE,"VeryAdj",5
1504268207,"subj003",21,"Tall","Jason","72","taller",TRUE,"Adj",2
1504268207,"subj003",28,"Tall","Mark","71","muchTaller",TRUE,"VeryAdj",1
1504268207,"subj003",29,"Tall","Jacob","73","notMuchTaller",TRUE,"NotVeryAdj",3
1504268207,"subj003",78,"Tall","Jason","68","notMuchTaller",TRUE,"NotVeryAdj",-2
1504268207,"subj003",81,"Tall","John","77","veryTall",FALSE,"VeryAdj",7
1504268207,"subj003",2,"Tall","Ryan","82","notMuchTaller",TRUE,"NotVeryAdj",12
1504268207,"subj003",50,"Tall","Matthew","70","notTaller",TRUE,"NotAdj",0
1504268207,"subj003",36,"Tall","Daniel","73","notVeryTall",FALSE,"NotVeryAdj",3
1504268207,"subj003",55,"Tall","Thomas","75","tall",FALSE,"Adj",5
1504268207,"subj003",86,"Tall","Brian","79","muchTaller",TRUE,"VeryAdj",9
1504268207,"subj003",6,"Tall","Michael","69","tall",FALSE,"Adj",-1
1504268207,"subj003",0,"Tall","Steven","63","taller",TRUE,"Adj",-7
1504268207,"subj003",31,"Tall","Ethan","70","veryTall",FALSE,"VeryAdj",0
1504268207,"subj003",36,"Tall","Benjamin","66","notTaller",TRUE,"NotAdj",-4
1504268207,"subj003",13,"Tall","Donald","77","notVeryTall",FALSE,"NotVeryAdj",7
1504268207,"subj003",43,"Tall","George","73","muchTaller",TRUE,"VeryAdj",3
1504268207,"subj003",31,"Tall","Daniel","69","muchTaller",TRUE,"VeryAdj",-1
1504268207,"subj003",8,"Tall","William","75","notTaller",TRUE,"NotAdj",5
1504268207,"subj003",59,"Tall","Matthew","74","veryTall",FALSE,"VeryAdj",4
1504268207,"subj003",34,"Tall","Brian","72","notTall",FALSE,"NotAdj",2
1504268207,"subj003",0,"Tall","Charles","82","notTaller",TRUE,"NotAdj",12
1504268207,"subj003",42,"Tall","Ronald","73","notTall",FALSE,"NotAdj",3
1504268207,"subj003",93,"Tall","Alex","82","taller",TRUE,"Adj",12
1504268207,"subj003",0,"Tall","James","63","tall",FALSE,"Adj",-7
1504268207,"subj003",13,"Tall","Stanley","66","veryTall",FALSE,"VeryAdj",-4
1504268207,"subj003",24,"Tall","Alex","74","notMuchTaller",TRUE,"NotVeryAdj",4
1504268207,"subj003",83,"Tall","John","72","notTaller",TRUE,"NotAdj",2
1504268207,"subj003",30,"Tall","William","70","tall",FALSE,"Adj",0
1504268207,"subj003",86,"Tall","Paul","82","tall",FALSE,"Adj",12
1504268207,"subj003",53,"Tall","Stanley","72","notMuchTaller",TRUE,"NotVeryAdj",2
1504268207,"subj003",63,"Tall","Edward","71","notTall",FALSE,"NotAdj",1
1504268207,"subj003",42,"Tall","Robert","73","notTaller",TRUE,"NotAdj",3
1504268207,"subj003",85,"Tall","Anthony","63","notMuchTaller",TRUE,"NotVeryAdj",-7
1504268207,"subj003",61,"Tall","George","68","notTall",FALSE,"NotAdj",-2
1504268207,"subj003",27,"Tall","Anthony","70","taller",TRUE,"Adj",0
1504268207,"subj003",35,"Tall","Richard","72","tall",FALSE,"Adj",2
1504268207,"subj003",31,"Tall","Benjamin","71","veryTall",FALSE,"VeryAdj",1
1504268207,"subj003",87,"Tall","William","63","notVeryTall",FALSE,"NotVeryAdj",-7
1504268207,"subj003",14,"Tall","David","77","notTaller",TRUE,"NotAdj",7
1504268207,"subj003",32,"Tall","Paul","74","notVeryTall",FALSE,"NotVeryAdj",4
1504268207,"subj003",39,"Tall","James","71","notTaller",TRUE,"NotAdj",1
1504268207,"subj003",30,"Tall","Brian","68","taller",TRUE,"Adj",-2
1504268207,"subj003",91,"Tall","Michael","82","veryTall",FALSE,"VeryAdj",12
1504268207,"subj003",76,"Tall","Daniel","79","tall",FALSE,"Adj",9
1504268207,"subj003",88,"Tall","David","66","notVeryTall",FALSE,"NotVeryAdj",-4
1504268207,"subj003",24,"Tall","Robert","68","tall",FALSE,"Adj",-2
1504268207,"subj003",33,"Tall","Mark","75","notVeryTall",FALSE,"NotVeryAdj",5
1504268207,"subj003",75,"Tall","Edward","77","muchTaller",TRUE,"VeryAdj",7
1504268207,"subj003",62,"Tall","Christopher","72","notVeryTall",FALSE,"NotVeryAdj",2
1504268207,"subj003",63,"Tall","Tim","70","notMuchTaller",TRUE,"NotVeryAdj",0
1504268207,"subj003",27,"Tall","Paul","70","muchTaller",TRUE,"VeryAdj",0
1504268207,"subj003",6,"Tall","Thomas","66","muchTaller",TRUE,"VeryAdj",-4
1504268207,"subj003",44,"Tall","Michael","74","notTaller",TRUE,"NotAdj",4
1504268207,"subj003",62,"Tall","Kevin","66","notMuchTaller",TRUE,"NotVeryAdj",-4
1504268207,"subj003",50,"Tall","Stanley","77","taller",TRUE,"Adj",7
1504268207,"subj003",24,"Tall","Jacob","68","veryTall",FALSE,"VeryAdj",-2
1504268207,"subj003",56,"Tall","Charles","69","notVeryTall",FALSE,"NotVeryAdj",-1
1504268207,"subj003",27,"Tall","Ethan","75","notMuchTaller",TRUE,"NotVeryAdj",5
1504268207,"subj003",34,"Tall","Thomas","71","notVeryTall",FALSE,"NotVeryAdj",1
1504268207,"subj003",90,"Tall","Ethan","63","notTaller",TRUE,"NotAdj",-7
1504268207,"subj003",69,"Tall","Ryan","69","notTaller",TRUE,"NotAdj",-1
1504268207,"subj003",62,"Tall","Steven","70","notTall",FALSE,"NotAdj",0
1504268207,"subj003",71,"Tall","Kenneth","69","notTall",FALSE,"NotAdj",-1
1504268207,"subj003",53,"Tall","Joseph","74","tall",FALSE,"Adj",4
1504268207,"subj003",0,"Tall","Kenneth","82","notVeryTall",FALSE,"NotVeryAdj",12
1504268207,"subj003",57,"Tall","Tim","74","taller",TRUE,"Adj",4
1504268207,"subj003",58,"Tall","Jeff","73","taller",TRUE,"Adj",3
1504268235,"subj004",2,"Tall","James","63","tall",FALSE,"Adj",-7
1504268235,"subj004",65,"Tall","David","71","tall",FALSE,"Adj",1
1504268235,"subj004",91,"Tall","Thomas","75","tall",FALSE,"Adj",5
1504268235,"subj004",80,"Tall","Richard","72","tall",FALSE,"Adj",2
1504268235,"subj004",86,"Tall","Arthur","75","taller",TRUE,"Adj",5
1504268235,"subj004",11,"Tall","David","77","notTaller",TRUE,"NotAdj",7
1504268235,"subj004",91,"Tall","Daniel","79","tall",FALSE,"Adj",9
1504268235,"subj004",10,"Tall","Edward","66","taller",TRUE,"Adj",-4
